pre,post,mask
tiles/images\EARTHQUAKE-TURKEY_017375_pre.png,tiles/images\EARTHQUAKE-TURKEY_017375_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017375_class.png
tiles/images\EARTHQUAKE-TURKEY_017388_pre.png,tiles/images\EARTHQUAKE-TURKEY_017388_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017388_class.png
tiles/images\EARTHQUAKE-TURKEY_017412_pre.png,tiles/images\EARTHQUAKE-TURKEY_017412_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017412_class.png
tiles/images\EARTHQUAKE-TURKEY_017437_pre.png,tiles/images\EARTHQUAKE-TURKEY_017437_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017437_class.png
tiles/images\EARTHQUAKE-TURKEY_017473_pre.png,tiles/images\EARTHQUAKE-TURKEY_017473_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017473_class.png
tiles/images\EARTHQUAKE-TURKEY_017512_pre.png,tiles/images\EARTHQUAKE-TURKEY_017512_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017512_class.png
tiles/images\EARTHQUAKE-TURKEY_017525_pre.png,tiles/images\EARTHQUAKE-TURKEY_017525_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017525_class.png
tiles/images\EARTHQUAKE-TURKEY_017545_pre.png,tiles/images\EARTHQUAKE-TURKEY_017545_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017545_class.png
tiles/images\EARTHQUAKE-TURKEY_017564_pre.png,tiles/images\EARTHQUAKE-TURKEY_017564_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017564_class.png
tiles/images\EARTHQUAKE-TURKEY_017589_pre.png,tiles/images\EARTHQUAKE-TURKEY_017589_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017589_class.png
tiles/images\EARTHQUAKE-TURKEY_017617_pre.png,tiles/images\EARTHQUAKE-TURKEY_017617_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017617_class.png
tiles/images\EARTHQUAKE-TURKEY_017633_pre.png,tiles/images\EARTHQUAKE-TURKEY_017633_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017633_class.png
tiles/images\EARTHQUAKE-TURKEY_017667_pre.png,tiles/images\EARTHQUAKE-TURKEY_017667_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017667_class.png
tiles/images\EARTHQUAKE-TURKEY_017744_pre.png,tiles/images\EARTHQUAKE-TURKEY_017744_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017744_class.png
tiles/images\EARTHQUAKE-TURKEY_017745_pre.png,tiles/images\EARTHQUAKE-TURKEY_017745_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017745_class.png
tiles/images\EARTHQUAKE-TURKEY_017759_pre.png,tiles/images\EARTHQUAKE-TURKEY_017759_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017759_class.png
tiles/images\EARTHQUAKE-TURKEY_017832_pre.png,tiles/images\EARTHQUAKE-TURKEY_017832_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017832_class.png
tiles/images\EARTHQUAKE-TURKEY_017846_pre.png,tiles/images\EARTHQUAKE-TURKEY_017846_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017846_class.png
tiles/images\EARTHQUAKE-TURKEY_017867_pre.png,tiles/images\EARTHQUAKE-TURKEY_017867_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017867_class.png
tiles/images\EARTHQUAKE-TURKEY_017963_pre.png,tiles/images\EARTHQUAKE-TURKEY_017963_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017963_class.png
tiles/images\EARTHQUAKE-TURKEY_017982_pre.png,tiles/images\EARTHQUAKE-TURKEY_017982_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017982_class.png
tiles/images\EARTHQUAKE-TURKEY_017996_pre.png,tiles/images\EARTHQUAKE-TURKEY_017996_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_017996_class.png
tiles/images\EARTHQUAKE-TURKEY_018022_pre.png,tiles/images\EARTHQUAKE-TURKEY_018022_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_018022_class.png
tiles/images\EARTHQUAKE-TURKEY_018035_pre.png,tiles/images\EARTHQUAKE-TURKEY_018035_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_018035_class.png
tiles/images\EARTHQUAKE-TURKEY_018065_pre.png,tiles/images\EARTHQUAKE-TURKEY_018065_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_018065_class.png
tiles/images\EARTHQUAKE-TURKEY_018103_pre.png,tiles/images\EARTHQUAKE-TURKEY_018103_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_018103_class.png
tiles/images\EARTHQUAKE-TURKEY_018159_pre.png,tiles/images\EARTHQUAKE-TURKEY_018159_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_018159_class.png
tiles/images\EARTHQUAKE-TURKEY_018187_pre.png,tiles/images\EARTHQUAKE-TURKEY_018187_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_018187_class.png
tiles/images\EARTHQUAKE-TURKEY_018189_pre.png,tiles/images\EARTHQUAKE-TURKEY_018189_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_018189_class.png
tiles/images\EARTHQUAKE-TURKEY_018214_pre.png,tiles/images\EARTHQUAKE-TURKEY_018214_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_018214_class.png
